Sector_Economic,consumo,año,fecha,findesemana,festivos,lectivos,COVID,tmed,prec,velmedia,poblacion,PIB,Empleo
Indústria,2085319,2019.0,2019-01-17,0,0,1,0,7.743478260869565,49.3,1.623529411764706,5628011,57183,604200
Indústria,2076651,2019.0,2019-01-18,0,0,1,0,4.566666666666666,0.2,1.7999999999999998,5628011,57183,604200
Indústria,1531857,2019.0,2019-01-19,1,0,0,0,5.1875,122.2,1.2555555555555555,5628011,57183,604200
Indústria,1330111,2019.0,2019-01-20,1,0,0,0,5.079166666666667,124.2,1.8444444444444448,5628011,57183,604200
Indústria,2062403,2019.0,2019-01-21,0,0,1,0,5.029166666666667,0.0,1.4055555555555557,5628011,57183,604200
Indústria,2161827,2019.0,2019-01-22,0,0,1,0,3.025,0.0,1.8555555555555556,5628011,57183,604200
Indústria,2109277,2019.0,2019-01-23,0,0,1,0,4.3625,29.6,2.4722222222222223,5628011,57183,604200
Indústria,2111501,2019.0,2019-01-24,0,0,1,0,5.216666666666667,0.0,4.311111111111111,5628011,57183,604200
Indústria,2059243,2019.0,2019-01-25,0,0,1,0,7.4375,0.0,1.911111111111111,5628011,57183,604200
Indústria,1429824,2019.0,2019-01-26,1,0,0,0,8.4,0.2,2.0277777777777777,5628011,57183,604200
Indústria,1258248,2019.0,2019-01-27,1,0,0,0,7.675,0.2,3.0444444444444443,5628011,57183,604200
Indústria,1983174,2019.0,2019-01-28,0,0,1,0,6.204166666666667,2.6,2.85,5628011,57183,604200
Indústria,2077924,2019.0,2019-01-29,0,0,1,0,3.875,1.1,1.805555555555556,5628011,57183,604200
Indústria,2086124,2019.0,2019-01-30,0,0,1,0,6.525,0.0,3.5166666666666666,5628011,57183,604200
Indústria,2009211,2019.0,2019-01-31,0,0,1,0,8.533333333333333,12.3,2.322222222222222,5628011,57183,604200
Indústria,1932146,2019.0,2019-02-01,0,0,1,0,9.25,50.4,3.272222222222222,5628011,57183,604200
Indústria,1470254,2019.0,2019-02-02,1,0,0,0,6.3375,14.5,2.6222222222222222,5628011,57183,604200
Indústria,1358251,2019.0,2019-02-03,1,0,0,0,5.454166666666667,0.0,2.977777777777778,5628011,57183,604200
Indústria,2105011,2019.0,2019-02-04,0,0,1,0,5.025,0.0,1.7529411764705882,5628011,57183,604200
Indústria,2108257,2019.0,2019-02-05,0,0,1,0,8.829166666666667,0.0,1.438888888888889,5628011,57183,604200
Indústria,2091470,2019.0,2019-02-06,0,0,1,0,9.766666666666667,0.2,1.3944444444444446,5628011,57183,604200
Indústria,2061069,2019.0,2019-02-07,0,0,1,0,8.875,0.0,1.4944444444444445,5628011,57183,604200
Indústria,2035308,2019.0,2019-02-08,0,0,1,0,9.183333333333334,0.2,2.2333333333333334,5628011,57183,604200
Indústria,1523376,2019.0,2019-02-09,1,0,0,0,9.975,0.0,1.261111111111111,5628011,57183,604200
Indústria,1391507,2019.0,2019-02-10,1,0,0,0,10.366666666666667,0.1,3.3722222222222222,5628011,57183,604200
Indústria,2050558,2019.0,2019-02-11,0,0,1,0,9.008333333333333,0.0,1.75,5628011,57183,604200
Indústria,2124128,2019.0,2019-02-12,0,0,1,0,8.108333333333333,0.1,2.0166666666666666,5628011,57183,604200
Indústria,2112143,2019.0,2019-02-13,0,0,1,0,7.825,0.2,1.822222222222222,5628011,57183,604200
Indústria,2075308,2019.0,2019-02-14,0,0,1,0,8.104166666666666,0.0,2.1166666666666667,5628011,57183,604200
Indústria,2024484,2019.0,2019-02-15,0,0,1,0,8.429166666666667,0.0,1.6833333333333331,5628011,57183,604200
Indústria,1518710,2019.0,2019-02-16,1,0,0,0,9.465217391304348,0.0,1.5166666666666666,5628011,57183,604200
Indústria,1354228,2019.0,2019-02-17,1,0,0,0,8.208695652173912,0.2,1.822222222222222,5628011,57183,604200
Indústria,2052098,2019.0,2019-02-18,0,0,1,0,8.386956521739132,0.1,1.6944444444444444,5628011,57183,604200
Indústria,2101645,2019.0,2019-02-19,0,0,1,0,8.626086956521739,0.0,1.6388888888888888,5628011,57183,604200
Indústria,2072231,2019.0,2019-02-20,0,0,1,0,8.543478260869565,0.0,1.2166666666666666,5628011,57183,604200
Indústria,2043975,2019.0,2019-02-21,0,0,1,0,8.991304347826087,0.0,1.5777777777777775,5628011,57183,604200
Indústria,1975354,2019.0,2019-02-22,0,0,1,0,11.795652173913044,0.0,1.9823529411764709,5628011,57183,604200
Indústria,1480429,2019.0,2019-02-23,1,0,0,0,12.413636363636364,0.0,1.6944444444444444,5628011,57183,604200
Indústria,1293773,2019.0,2019-02-24,1,0,0,0,10.209090909090907,0.0,1.75,5628011,57183,604200
Indústria,1931481,2019.0,2019-02-25,0,0,1,0,10.395652173913044,0.0,1.6833333333333331,5628011,57183,604200
Indústria,1965529,2019.0,2019-02-26,0,0,1,0,12.421739130434782,0.0,1.6777777777777778,5628011,57183,604200
Indústria,1967680,2019.0,2019-02-27,0,0,1,0,13.513636363636364,0.0,1.6777777777777778,5628011,57183,604200
Indústria,1993447,2019.0,2019-02-28,0,0,1,0,12.945,0.0,1.4722222222222223,5628011,57183,604200
Indústria,1834431,2019.0,2019-03-01,0,0,1,0,10.578260869565218,0.2,1.6,5628011,57183,604200
Indústria,1345708,2019.0,2019-03-02,1,0,0,0,11.360869565217392,0.0,1.6055555555555554,5628011,57183,604200
Indústria,1186549,2019.0,2019-03-03,1,0,0,0,12.243478260869566,0.0,2.2666666666666666,5628011,57183,604200
Indústria,1875930,2019.0,2019-03-04,0,0,1,0,13.469565217391304,0.0,3.7277777777777774,5628011,57183,604200
Indústria,2079242,2019.0,2019-03-05,0,0,1,0,11.42608695652174,0.8,2.0444444444444443,5628011,57183,604200
Indústria,2009699,2019.0,2019-03-06,0,0,1,0,9.87391304347826,49.3,2.1333333333333333,5628011,57183,604200
Indústria,1947885,2019.0,2019-03-07,0,0,1,0,10.172727272727274,0.4,2.522222222222222,5628011,57183,604200
Indústria,1885019,2019.0,2019-03-08,0,0,1,0,9.642857142857142,0.0,1.6111111111111112,5628011,57183,604200
Indústria,1392095,2019.0,2019-03-09,1,0,0,0,10.872727272727271,0.0,1.822222222222222,5628011,57183,604200
Indústria,1211073,2019.0,2019-03-10,1,0,0,0,13.617391304347825,0.0,2.25,5628011,57183,604200
Indústria,1875307,2019.0,2019-03-11,0,0,1,0,12.38695652173913,0.2,2.5444444444444443,5628011,57183,604200
Indústria,1970981,2019.0,2019-03-12,0,0,1,0,11.456521739130435,0.0,2.6444444444444444,5628011,57183,604200
Indústria,1917646,2019.0,2019-03-13,0,0,1,0,10.208695652173914,12.9,2.85,5628011,57183,604200
Indústria,1943165,2019.0,2019-03-14,0,0,1,0,9.326086956521738,0.1,2.6333333333333333,5628011,57183,604200
Indústria,1880508,2019.0,2019-03-15,0,0,1,0,12.11304347826087,0.0,1.9388888888888889,5628011,57183,604200
Indústria,1424896,2019.0,2019-03-16,1,0,0,0,13.247826086956522,0.0,2.2444444444444445,5628011,57183,604200
Indústria,1235045,2019.0,2019-03-17,1,0,0,0,13.20909090909091,1.9,2.583333333333333,5628011,57183,604200
Indústria,1906693,2019.0,2019-03-18,0,0,1,0,10.08695652173913,0.0,1.9166666666666667,5628011,57183,604200
Indústria,1950630,2019.0,2019-03-19,0,0,1,0,9.154545454545454,4.6,1.877777777777777,5628011,57183,604200
Indústria,1909376,2019.0,2019-03-20,0,0,1,0,8.743478260869566,0.0,2.061111111111112,5628011,57183,604200
Indústria,1999239,2019.0,2019-03-21,0,0,1,0,9.343478260869563,0.0,2.338888888888889,5628011,57183,604200
Indústria,1923922,2019.0,2019-03-22,0,0,1,0,12.347826086956522,0.0,2.322222222222222,5628011,57183,604200
Indústria,1476619,2019.0,2019-03-23,1,0,0,0,13.913636363636364,0.0,1.822222222222222,5628011,57183,604200
Indústria,1289998,2019.0,2019-03-24,1,0,0,0,14.77391304347826,0.0,1.65,5628011,57183,604200
Indústria,1823538,2019.0,2019-03-25,0,0,1,0,13.713043478260868,0.0,2.594444444444445,5628011,57183,604200
Indústria,1994701,2019.0,2019-03-26,0,0,1,0,12.117391304347825,0.0,2.8722222222222222,5628011,57183,604200
Indústria,2032858,2019.0,2019-03-27,0,0,1,0,10.230434782608697,0.0,2.041176470588236,5628011,57183,604200
Indústria,2027351,2019.0,2019-03-28,0,0,1,0,10.456521739130435,0.0,1.9,5628011,57183,604200
Indústria,1993465,2019.0,2019-03-29,0,0,1,0,10.113043478260868,0.0,2.1666666666666665,5628011,57183,604200
Indústria,1513736,2019.0,2019-03-30,1,0,0,0,9.347826086956522,0.0,2.216666666666667,5628011,57183,604200
Indústria,1331963,2019.0,2019-03-31,1,0,0,0,10.386956521739132,0.0,2.455555555555556,5628011,57183,604200
Indústria,2090346,2019.0,2019-04-01,0,0,1,0,13.082608695652173,0.0,1.9222222222222225,5628011,42904,598000
Indústria,2177580,2019.0,2019-04-02,0,0,1,0,12.48695652173913,147.7,2.2555555555555555,5628011,42904,598000
Indústria,2134533,2019.0,2019-04-03,0,0,1,0,10.008695652173914,76.6,2.338888888888889,5628011,42904,598000
Indústria,2132844,2019.0,2019-04-04,0,0,1,0,7.643478260869566,0.0,2.6,5628011,42904,598000
Indústria,2104893,2019.0,2019-04-05,0,0,1,0,8.231818181818182,328.3,2.566666666666667,5628011,42904,598000
Indústria,1527475,2019.0,2019-04-06,1,0,0,0,9.513636363636364,3.2,3.3058823529411767,5628011,42904,598000
Indústria,1346879,2019.0,2019-04-07,1,0,0,0,9.439130434782609,63.0,2.033333333333333,5628011,42904,598000
Indústria,2035085,2019.0,2019-04-08,0,0,1,0,11.234782608695651,9.9,2.45,5628011,42904,598000
Indústria,2015133,2019.0,2019-04-09,0,0,1,0,10.565217391304348,161.3,1.8555555555555556,5628011,42904,598000
Indústria,2059902,2019.0,2019-04-10,0,0,1,0,10.804347826086955,37.8,2.238888888888889,5628011,42904,598000
Indústria,2022541,2019.0,2019-04-11,0,0,1,0,11.982608695652177,0.5,1.9944444444444445,5628011,42904,598000
Indústria,1950138,2019.0,2019-04-12,0,0,1,0,12.956521739130435,0.6000000000000001,2.6166666666666667,5628011,42904,598000
Indústria,1372045,2019.0,2019-04-13,1,0,0,0,12.617391304347825,0.0,2.1888888888888887,5628011,42904,598000
Indústria,1179751,2019.0,2019-04-14,1,0,0,0,12.22608695652174,0.0,2.3666666666666667,5628011,42904,598000
Indústria,1668523,2019.0,2019-04-15,0,0,0,0,11.052173913043475,11.1,2.216666666666667,5628011,42904,598000
Indústria,1724042,2019.0,2019-04-16,0,0,0,0,12.039130434782608,0.0,1.8611111111111112,5628011,42904,598000
Indústria,1668567,2019.0,2019-04-17,0,0,0,0,12.369565217391305,0.0,1.95,5628011,42904,598000
Indústria,1555656,2019.0,2019-04-18,0,0,0,0,13.41304347826087,0.2,4.266666666666667,5628011,42904,598000
Indústria,1280010,2019.0,2019-04-19,0,1,0,0,15.386363636363637,0.0,5.544444444444444,5628011,42904,598000
Indústria,1252574,2019.0,2019-04-20,1,0,0,0,13.095652173913043,138.9,4.516666666666667,5628011,42904,598000
Indústria,1216722,2019.0,2019-04-21,1,0,0,0,13.054545454545456,3.8,4.855555555555556,5628011,42904,598000
Indústria,1339961,2019.0,2019-04-22,0,1,0,0,13.634782608695652,65.39999999999999,3.788888888888889,5628011,42904,598000
Indústria,1934035,2019.0,2019-04-23,0,0,1,0,14.721739130434784,19.7,2.205555555555556,5628011,42904,598000
Indústria,1934863,2019.0,2019-04-24,0,0,1,0,12.634782608695652,12.6,3.938888888888889,5628011,42904,598000
Indústria,1842591,2019.0,2019-04-25,0,0,1,0,12.204347826086956,95.3,2.6333333333333333,5628011,42904,598000
Indústria,1988793,2019.0,2019-04-26,0,0,1,0,12.872727272727271,0.2,3.55,5628011,42904,598000
Indústria,1495077,2019.0,2019-04-27,1,0,0,0,13.117391304347825,0.0,2.083333333333333,5628011,42904,598000
Indústria,1247520,2019.0,2019-04-28,1,0,0,0,12.382608695652175,0.8,2.2555555555555555,5628011,42904,598000
Indústria,1973819,2019.0,2019-04-29,0,0,1,0,13.808695652173911,24.4,2.1555555555555554,5628011,42904,598000
Indústria,2010547,2019.0,2019-04-30,0,0,1,0,15.004347826086958,1.6,2.6,5628011,42904,598000
Indústria,1385697,2019.0,2019-05-01,0,1,0,0,15.130434782608695,5.2,2.9055555555555554,5628011,42904,598000
Indústria,1956527,2019.0,2019-05-02,0,0,1,0,14.691304347826089,73.0,2.0,5628011,42904,598000
Indústria,2052673,2019.0,2019-05-03,0,0,1,0,9.57391304347826,503.9,1.1666666666666667,5628011,42904,598000
Indústria,1487725,2019.0,2019-05-04,1,0,0,0,11.98695652173913,0.0,2.588888888888889,5628011,42904,598000
Indústria,1276120,2019.0,2019-05-05,1,0,0,0,12.308695652173911,0.0,3.011111111111111,5628011,42904,598000
Indústria,2026288,2019.0,2019-05-06,0,0,1,0,11.060869565217391,0.0,2.7944444444444443,5628011,42904,598000
Indústria,2068123,2019.0,2019-05-07,0,0,1,0,12.26086956521739,0.2,2.427777777777778,5628011,42904,598000
Indústria,1964473,2019.0,2019-05-08,0,0,1,0,17.213636363636365,18.0,3.616666666666666,5628011,42904,598000
Indústria,1946336,2019.0,2019-05-09,0,0,1,0,15.6,0.9,3.1166666666666667,5628011,42904,598000
Indústria,2044120,2019.0,2019-05-10,0,0,1,0,17.756521739130438,10.0,2.111111111111111,5628011,42904,598000
Indústria,1548683,2019.0,2019-05-11,1,0,0,0,15.956521739130435,1.0,2.638888888888889,5628011,42904,598000
Indústria,1369931,2019.0,2019-05-12,1,0,0,0,15.247826086956522,0.0,2.727777777777778,5628011,42904,598000
Indústria,2073060,2019.0,2019-05-13,0,0,1,0,14.173913043478262,0.0,2.7333333333333334,5628011,42904,598000
Indústria,2177741,2019.0,2019-05-14,0,0,1,0,14.978260869565217,0.0,2.811111111111112,5628011,42904,598000
Indústria,2117715,2019.0,2019-05-15,0,0,1,0,14.295652173913044,0.0,3.094444444444445,5628011,42904,598000
Indústria,2077293,2019.0,2019-05-16,0,0,1,0,13.58695652173913,83.7,2.783333333333333,5628011,42904,598000
Indústria,1983631,2019.0,2019-05-17,0,0,1,0,11.847826086956522,319.7,1.9444444444444444,5628011,42904,598000
Indústria,1453765,2019.0,2019-05-18,1,0,0,0,13.052173913043475,11.8,2.9,5628011,42904,598000
Indústria,1267129,2019.0,2019-05-19,1,0,0,0,11.873913043478264,114.2,1.6777777777777778,5628011,42904,598000
Indústria,1902383,2019.0,2019-05-20,0,0,1,0,13.513636363636364,0.6000000000000001,2.4647058823529413,5628011,42904,598000
Indústria,1990067,2019.0,2019-05-21,0,0,1,0,14.934782608695652,7.2,2.2944444444444443,5628011,42904,598000
Indústria,2063749,2019.0,2019-05-22,0,0,1,0,16.452380952380953,0.0,2.4529411764705884,5628011,42904,598000
Indústria,2100748,2019.0,2019-05-23,0,0,1,0,17.545454545454547,26.5,2.341176470588235,5628011,42904,598000
Indústria,2046971,2019.0,2019-05-24,0,0,1,0,14.177272727272726,360.7,1.1529411764705884,5628011,42904,598000
Indústria,1483736,2019.0,2019-05-25,1,0,0,0,16.678260869565218,9.2,1.6722222222222225,5628011,42904,598000
Indústria,1301444,2019.0,2019-05-26,1,0,0,0,16.91304347826087,21.0,2.344444444444444,5628011,42904,598000
Indústria,2029224,2019.0,2019-05-27,0,0,1,0,17.071428571428573,1.2,2.376470588235294,5628011,42904,598000
Indústria,2106909,2019.0,2019-05-28,0,0,1,0,16.36818181818182,10.8,2.6411764705882352,5628011,42904,598000
Indústria,2091727,2019.0,2019-05-29,0,0,1,0,15.947619047619046,0.2,2.4411764705882355,5628011,42904,598000
Indústria,2092238,2019.0,2019-05-30,0,0,1,0,16.154545454545453,0.0,2.2823529411764705,5628011,42904,598000
Indústria,1990059,2019.0,2019-05-31,0,0,1,0,17.99047619047619,0.0,2.8529411764705883,5628011,42904,598000
Indústria,1451714,2019.0,2019-06-01,1,0,0,0,19.763636363636365,0.0,2.788235294117647,5628011,42904,598000
Indústria,1307091,2019.0,2019-06-02,1,0,0,0,19.763636363636365,0.0,3.135294117647059,5628011,42904,598000
Indústria,2011267,2019.0,2019-06-03,0,0,1,0,19.981818181818184,0.0,2.864705882352941,5628011,42904,598000
Indústria,1971663,2019.0,2019-06-04,0,0,1,0,19.481818181818184,0.0,2.5647058823529414,5628011,42904,598000
Indústria,2007176,2019.0,2019-06-05,0,0,1,0,17.86818181818182,0.4,3.211764705882353,5628011,42904,598000
Indústria,2018185,2019.0,2019-06-06,0,0,1,0,15.763636363636364,0.0,2.788235294117647,5628011,42904,598000
Indústria,2060641,2019.0,2019-06-07,0,0,1,0,18.80454545454545,0.0,3.0588235294117645,5628011,42904,598000
Indústria,1427686,2019.0,2019-06-08,1,0,0,0,17.645454545454545,0.0,2.5058823529411764,5628011,42904,598000
Indústria,1219406,2019.0,2019-06-09,1,0,0,0,20.277272727272727,0.2,1.758823529411765,5628011,42904,598000
Indústria,1541767,2019.0,2019-06-10,0,1,0,0,19.75454545454545,54.2,3.394117647058824,5628011,42904,598000
Indústria,1996468,2019.0,2019-06-11,0,0,1,0,12.91904761904762,371.8,1.652941176470588,5628011,42904,598000
Indústria,2038553,2019.0,2019-06-12,0,0,1,0,14.245454545454544,0.4,2.9588235294117644,5628011,42904,598000
Indústria,2070348,2019.0,2019-06-13,0,0,1,0,16.363636363636363,1.2,2.511764705882353,5628011,42904,598000
Indústria,2080209,2019.0,2019-06-14,0,0,1,0,20.045454545454547,1.0,3.623529411764706,5628011,42904,598000
Indústria,1602220,2019.0,2019-06-15,1,0,0,0,19.47391304347826,0.0,2.6555555555555554,5628011,42904,598000
Indústria,1435837,2019.0,2019-06-16,1,0,0,0,19.172727272727272,0.0,2.661111111111111,5628011,42904,598000
Indústria,2121433,2019.0,2019-06-17,0,0,1,0,21.108695652173918,0.0,2.761111111111111,5628011,42904,598000
Indústria,2143707,2019.0,2019-06-18,0,0,1,0,21.256521739130434,0.0,2.983333333333333,5628011,42904,598000
Indústria,2167610,2019.0,2019-06-19,0,0,1,0,21.24,0.0,2.638888888888889,5628011,42904,598000
Indústria,2187058,2019.0,2019-06-20,0,0,1,0,22.104347826086958,0.0,2.4055555555555554,5628011,42904,598000
Indústria,2165131,2019.0,2019-06-21,0,0,1,0,20.577272727272728,33.4,1.8166666666666669,5628011,42904,598000
Indústria,1555967,2019.0,2019-06-22,1,0,0,0,21.545454545454547,0.0,3.177777777777778,5628011,42904,598000
Indústria,1370515,2019.0,2019-06-23,1,0,0,0,23.15,0.0,2.9444444444444446,5628011,42904,598000
Indústria,1412176,2019.0,2019-06-24,0,1,0,0,23.209090909090907,0.0,3.1666666666666665,5628011,42904,598000
Indústria,2227176,2019.0,2019-06-25,0,0,0,0,24.377272727272725,0.0,3.3,5628011,42904,598000
Indústria,2309760,2019.0,2019-06-26,0,0,0,0,26.5,0.0,3.35,5628011,42904,598000
Indústria,2299851,2019.0,2019-06-27,0,0,0,0,27.363636363636363,0.0,1.961111111111111,5628011,42904,598000
Indústria,2439489,2019.0,2019-06-28,0,0,0,0,29.286363636363635,0.0,2.2555555555555555,5628011,42904,598000
Indústria,1797473,2019.0,2019-06-29,1,0,0,0,28.895454545454548,0.0,2.094444444444445,5628011,42904,598000
Indústria,1567579,2019.0,2019-06-30,1,0,0,0,26.685,0.0,2.1,5628011,42904,598000
Indústria,2320414,2019.0,2019-07-01,0,0,0,0,25.628,0.0,2.465,5665290,28551,600300
Indústria,2393502,2019.0,2019-07-02,0,0,0,0,25.1,0.4,2.3,5665290,28551,600300
Indústria,2429884,2019.0,2019-07-03,0,0,0,0,25.68,9.3,2.105,5665290,28551,600300
Indústria,2399186,2019.0,2019-07-04,0,0,0,0,25.18,0.0,2.2,5665290,28551,600300
Indústria,2435057,2019.0,2019-07-05,0,0,0,0,25.72,0.0,2.675,5665290,28551,600300
Indústria,1663129,2019.0,2019-07-06,1,0,0,0,26.668000000000003,17.3,2.805,5665290,28551,600300
Indústria,1481364,2019.0,2019-07-07,1,0,0,0,26.896,16.2,2.15,5665290,28551,600300
Indústria,2310510,2019.0,2019-07-08,0,0,0,0,24.112,163.8,2.06,5665290,28551,600300
Indústria,2318150,2019.0,2019-07-09,0,0,0,0,22.8625,137.3,2.773684210526316,5665290,28551,600300
Indústria,2339137,2019.0,2019-07-10,0,0,0,0,23.58,0.0,2.445,5665290,28551,600300
Indústria,2402979,2019.0,2019-07-11,0,0,0,0,25.14,0.0,2.625,5665290,28551,600300
Indústria,2388176,2019.0,2019-07-12,0,0,0,0,25.192,0.0,2.71,5665290,28551,600300
Indústria,1629028,2019.0,2019-07-13,1,0,0,0,25.344,0.0,2.65,5665290,28551,600300
Indústria,1456869,2019.0,2019-07-14,1,0,0,0,23.432,162.6,1.94,5665290,28551,600300
Indústria,2275138,2019.0,2019-07-15,0,0,0,0,23.364,0.0,2.725,5665290,28551,600300
Indústria,2324218,2019.0,2019-07-16,0,0,0,0,23.156,0.0,3.275,5665290,28551,600300
Indústria,2342260,2019.0,2019-07-17,0,0,0,0,22.968000000000004,436.9,2.3210526315789477,5665290,28551,600300
Indústria,2381723,2019.0,2019-07-18,0,0,0,0,22.84,0.2,2.43,5665290,28551,600300
Indústria,2368084,2019.0,2019-07-19,0,0,0,0,23.16,0.0,2.35,5665290,28551,600300
Indústria,1644833,2019.0,2019-07-20,1,0,0,0,24.592,0.0,2.33,5665290,28551,600300
Indústria,1535278,2019.0,2019-07-21,1,0,0,0,25.156,0.0,2.115,5665290,28551,600300
Indústria,2375370,2019.0,2019-07-22,0,0,0,0,26.492,0.0,2.005,5665290,28551,600300
Indústria,2395763,2019.0,2019-07-23,0,0,0,0,27.064,0.0,2.64,5665290,28551,600300
Indústria,2445338,2019.0,2019-07-24,0,0,0,0,26.46,0.0,2.135,5665290,28551,600300
Indústria,2396725,2019.0,2019-07-25,0,0,0,0,25.836,0.0,2.245,5665290,28551,600300
Indústria,2410053,2019.0,2019-07-26,0,0,0,0,25.716,6.1,1.895,5665290,28551,600300
Indústria,1608191,2019.0,2019-07-27,1,0,0,0,21.296,496.0,1.755,5665290,28551,600300
Indústria,1413486,2019.0,2019-07-28,1,0,0,0,21.076,0.3,2.49,5665290,28551,600300
Indústria,2233792,2019.0,2019-07-29,0,0,0,0,22.776,0.2,2.975,5665290,28551,600300
Indústria,2357756,2019.0,2019-07-30,0,0,0,0,24.136,1.8,2.39,5665290,28551,600300
Indústria,2261363,2019.0,2019-07-31,0,0,0,0,22.828000000000003,0.0,2.505,5665290,28551,600300
Indústria,2381812,2019.0,2019-08-01,0,0,0,0,24.5,0.0,2.375,5665290,28551,600300
Indústria,2429841,2019.0,2019-08-02,0,0,0,0,25.036,0.0,2.73,5665290,28551,600300
Indústria,1755462,2019.0,2019-08-03,1,0,0,0,24.7,0.0,2.605,5665290,28551,600300
Indústria,1597200,2019.0,2019-08-04,1,0,0,0,25.196,0.0,2.41,5665290,28551,600300
Indústria,2213293,2019.0,2019-08-05,0,0,0,0,25.916,0.0,1.925,5665290,28551,600300
Indústria,2312853,2019.0,2019-08-06,0,0,0,0,25.816,0.0,2.16,5665290,28551,600300
Indústria,2263168,2019.0,2019-08-07,0,0,0,0,25.648000000000003,0.0,2.075,5665290,28551,600300
Indústria,2217240,2019.0,2019-08-08,0,0,0,0,26.524,0.0,2.82,5665290,28551,600300
Indústria,2183101,2019.0,2019-08-09,0,0,0,0,27.708,0.0,2.935,5665290,28551,600300
Indústria,1759668,2019.0,2019-08-10,1,0,0,0,26.716,0.0,2.47,5665290,28551,600300
Indústria,1508781,2019.0,2019-08-11,1,0,0,0,25.74,267.1,2.23,5665290,28551,600300
Indústria,1961722,2019.0,2019-08-12,0,0,0,0,22.84,0.0,2.375,5665290,28551,600300
Indústria,1939072,2019.0,2019-08-13,0,0,0,0,21.3,0.0,3.185,5665290,28551,600300
Indústria,1936225,2019.0,2019-08-14,0,0,0,0,21.828000000000003,0.0,2.45,5665290,28551,600300
Indústria,1648269,2019.0,2019-08-15,0,1,0,0,23.64,149.8,2.33,5665290,28551,600300
Indústria,1816769,2019.0,2019-08-16,0,0,0,0,23.996,4.0,2.568421052631579,5665290,28551,600300
Indústria,1656733,2019.0,2019-08-17,1,0,0,0,24.676,0.0,2.745,5665290,28551,600300
Indústria,1510235,2019.0,2019-08-18,1,0,0,0,25.052,0.9,2.58,5665290,28551,600300
Indústria,2034490,2019.0,2019-08-19,0,0,0,0,24.26,0.2,2.71,5665290,28551,600300
Indústria,2071196,2019.0,2019-08-20,0,0,0,0,21.728,24.8,1.875,5665290,28551,600300
Indústria,2110096,2019.0,2019-08-21,0,0,0,0,22.10833333333333,15.6,2.265,5665290,28551,600300
Indústria,2161501,2019.0,2019-08-22,0,0,0,0,23.904,0.0,2.215,5665290,28551,600300
Indústria,2133564,2019.0,2019-08-23,0,0,0,0,23.508000000000003,0.0,1.885,5665290,28551,600300
Indústria,1754687,2019.0,2019-08-24,1,0,0,0,24.232,0.0,2.085,5665290,28551,600300
Indústria,1547527,2019.0,2019-08-25,1,0,0,0,24.936,0.0,1.955,5665290,28551,600300
Indústria,2291884,2019.0,2019-08-26,0,0,0,0,24.084,4.9,2.03,5665290,28551,600300
Indústria,2348069,2019.0,2019-08-27,0,0,0,0,21.62,231.5,1.525,5665290,28551,600300
Indústria,2306881,2019.0,2019-08-28,0,0,0,0,23.356,0.0,1.86,5665290,28551,600300
Indústria,2284654,2019.0,2019-08-29,0,0,0,0,24.564,2.4,1.99,5665290,28551,600300
Indústria,2379605,2019.0,2019-08-30,0,0,0,0,25.317391304347822,6.199999999999999,1.495,5665290,28551,600300
Indústria,1797034,2019.0,2019-08-31,1,0,0,0,25.312,116.7,1.82,5665290,28551,600300
